id,rocket,success,launchpad,flight_number,name,date_utc,upcoming,links
5ed9819a1f30554030d45c29,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,99,Starlink-9 (v1.0) & BlackSky Global 5-6,2020-08-07T05:12:00.000Z,False,https://youtu.be/KU6KogxG5BE
5ed981d91f30554030d45c2a,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,100,Starlink-10 (v1.0) & SkySat 19-21,2020-08-18T14:31:00.000Z,False,https://youtu.be/jTMJK7wb0rM
5eb87d47ffd86e000604b38a,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,101,"SAOCOM 1B, GNOMES-1, Tyvak-0172",2020-08-30T23:18:00.000Z,False,https://youtu.be/P-gLOsDjE3E
5ef6a1e90059c33cee4a828a,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,102,Starlink-11 (v1.0),2020-09-03T12:46:00.000Z,False,https://youtu.be/_j4xR7LMCGY
5ef6a2090059c33cee4a828b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,103,Starlink-12 (v1.0),2020-10-06T11:29:00.000Z,False,https://youtu.be/UZkaE_9zwQQ
5ef6a2bf0059c33cee4a828c,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,104,Starlink-13 (v1.0),2020-10-18T12:25:00.000Z,False,https://youtu.be/UM8CDDAmp98
5ef6a2e70059c33cee4a8293,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,105,Starlink-14 (v1.0),2020-10-24T15:31:00.000Z,False,https://youtu.be/2gbVgTxLgN0
5eb87d4cffd86e000604b38d,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,106,GPS III SV04 (Sacagawea),2020-11-05T23:24:00.000Z,False,https://youtu.be/wufXF5YKR1M
5eb87d4dffd86e000604b38e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,107,Crew-1,2020-11-16T00:27:00.000Z,False,https://youtu.be/bnChQbxLkkI
5ed983aa1f30554030d45c31,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,108,Sentinel-6 Michael Freilich,2020-11-21T17:17:00.000Z,False,https://youtu.be/aVFPzTDCihQ
5fb95b3f3a88ae63c954603c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,109,Starlink-15 (v1.0),2020-11-25T02:13:00.000Z,False,https://youtu.be/J442-ti-Dhg
5eb87d4effd86e000604b391,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,110,CRS-21,2020-12-06T16:17:00.000Z,False,https://youtu.be/4xJAGFR_N-c
5eb87d4bffd86e000604b38c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,111,SXM-7,2020-12-13T17:30:00.000Z,False,https://youtu.be/COraGXFb1lo
5f8399fb818d8b59f5740d43,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,112,NROL-108,2020-12-19T14:00:00.000Z,False,https://youtu.be/9OeVwaFBkfE
5eb87d4fffd86e000604b393,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,113,Turksat 5A,2021-01-08T02:15:00.000Z,False,https://youtu.be/9I0UYXVqIn8
5fbfecce54ceb10a5664c80a,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,114,Starlink-16 (v1.0),2021-01-20T13:02:00.000Z,False,https://youtu.be/84Nct_Q9Lqw
5fd386aa7faea57d297c86c1,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,115,Transporter-1,2021-01-24T15:00:00.000Z,False,https://youtu.be/ScHI1cbkUv4
5ff6554f9257f579ee3a6c5f,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,116,Starlink-18 (v1.0),2021-02-04T06:19:00.000Z,False,https://youtu.be/fe6HBw1y6bA
600f9a5e8f798e2a4d5f979c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,117,Starlink-19 (v1.0),2021-02-16T03:59:00.000Z,False,https://youtu.be/L0dkyV09Zso
5fbfecfe54ceb10a5664c80b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,118,Starlink-17 (v1.0),2021-03-04T08:24:00.000Z,False,https://youtu.be/d5DzoKuhdNk
600f9a718f798e2a4d5f979d,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,119,Starlink-20 (v1.0),2021-03-11T08:13:00.000Z,False,https://youtu.be/U4sWbTfrzj8
600f9a8d8f798e2a4d5f979e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,120,Starlink-21 (v1.0),2021-03-14T10:01:00.000Z,False,https://youtu.be/JKf45ATgATc
60428aafc041c16716f73cd7,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,121,Starlink-22 (v1.0),2021-03-24T08:28:00.000Z,False,https://youtu.be/a15czI9B91c
60428ac4c041c16716f73cd8,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,122,Starlink-23 (v1.0),2021-04-07T16:34:00.000Z,False,https://youtu.be/Uy9Jn-3vuPs
5fe3af58b3467846b324215f,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,123,Crew-2,2021-04-23T09:49:00.000Z,False,https://youtu.be/lW07SN3YoLI
605b4b6aaa5433645e37d03f,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,124,Starlink-24 (v1.0),2021-04-29T03:44:00.000Z,False,https://youtu.be/RBxkRKZ34yo
605b4b7daa5433645e37d040,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,125,Starlink-25 (v1.0),2021-05-04T19:01:00.000Z,False,https://youtu.be/xpl_JnG7rcg
6079bd1c9a06446e8c61bf76,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,126,Starlink-27 (v1.0),2021-05-09T06:42:00.000Z,False,https://youtu.be/J71s2KmkSrc
605b4b95aa5433645e37d041,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,127,Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15T22:54:00.000Z,False,https://youtu.be/tdgg_qwj-hI
6079bd399a06446e8c61bf77,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,128,Starlink-28 (v1.0),2021-05-26T18:59:00.000Z,False,https://youtu.be/xRu-ekesDyY
5fe3af84b3467846b3242161,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,129,CRS-22 & IROSA,2021-06-03T17:29:00.000Z,False,https://youtu.be/QXf9mRWbXDM
5fe3af6db3467846b3242160,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,130,SXM-8,2021-06-06T04:26:00.000Z,False,https://youtu.be/bgtDRR2F2wA
5eb87d4effd86e000604b390,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,131,GPS III SV05,2021-06-17T16:09:00.000Z,False,https://youtu.be/QJXxVtp3KqI
600f9b6d8f798e2a4d5f979f,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,132,Transporter-2,2021-06-30T19:31:00.000Z,False,https://youtu.be/sSiuW1HcGjA
5fe3b11eb3467846b324216c,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,133,CRS-23,2021-08-29T07:14:00.000Z,False,https://youtu.be/x-KiDqxAMU0
60e3bf0d73359e1e20335c37,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,134,Starlink 2-1 (v1.5),2021-09-14T03:55:00.000Z,False,https://youtu.be/4372QYiPZB4
607a37565a906a44023e0866,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,135,Inspiration4,2021-09-16T00:02:00.000Z,False,https://youtu.be/3pv01sSq44w
5fe3b15eb3467846b324216d,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,136,Crew-3,2021-11-11T02:03:00.000Z,False,https://youtu.be/WZvtrnFItNs
618faad2563d69573ed8ca9d,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,137,Starlink 4-1 (v1.5),2021-11-13T12:40:00.000Z,False,https://youtu.be/AtmtP4vouSY
5fe3b107b3467846b324216b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,138,DART,2021-11-24T06:20:00.000Z,False,https://youtu.be/XKRf6-NcMqI
6161c94c6db1a92bfba85349,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,139,Starlink 4-3 (v1.5),2021-12-01T23:20:00.000Z,False,https://youtu.be/594TbXriaAk
6161c88d6db1a92bfba85348,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,140,IXPE,2021-12-09T06:00:00.000Z,False,https://youtu.be/CpmHsN5GUn8
61bba806437241381bf7061e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,141,Starlink 4-4 (v1.5),2021-12-18T12:41:40.000Z,False,https://youtu.be/q4Ed3EBx90s
5fe3afc1b3467846b3242164,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,142,Türksat 5B,2021-12-19T03:58:00.000Z,False,https://youtu.be/JBGjE9_aosc
6161d2006db1a92bfba85356,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,143,CRS-24,2021-12-21T10:06:00.000Z,False,https://youtu.be/gEv6HLHYhWo
61d5eca1f88e4c5fc91f1eb7,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,144,Starlink 4-5 (v1.5),2022-01-06T21:49:00.000Z,False,https://youtu.be/4_ePBpwMhns
61bf3e31cd5ab50b0d936345,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,145,Transporter-3,2022-01-13T15:25:00.000Z,False,https://youtu.be/mFBeuSAvhUQ
61e048bbbe8d8b66799018d0,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,146,Starlink 4-6 (v1.5),2022-01-19T00:04:00.000Z,False,https://youtu.be/Yov854ZT1lg
6161d32d6db1a92bfba85359,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,147,CSG-2,2022-01-31T23:11:12.000Z,False,https://youtu.be/AbFoi68L-GQ
607a34e35a906a44023e085e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,148,NROL-87,2022-02-02T20:18:00.000Z,False,https://youtu.be/bVk8XyjhTKo
61e048ffbe8d8b66799018d1,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,149,Starlink 4-7 (v1.5),2022-02-03T18:13:00.000Z,False,https://youtu.be/UY3fZ6PwuUY
61fc01dae0dc5662b76489a7,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,150,Starlink 4-8 (v1.5),2022-02-21T14:44:00.000Z,False,https://youtu.be/eiKOMCRymsw
61fc0203e0dc5662b76489a8,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,151,Starlink 4-11 (v1.5),2022-02-25T17:12:00.000Z,False,https://youtu.be/nnVOfKOzXHE
61fc0224e0dc5662b76489ab,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,152,Starlink 4-9 (v1.5),2022-03-03T14:35:00.000Z,False,https://youtu.be/ypb2sDdUkRo
61fc0243e0dc5662b76489ae,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,153,Starlink 4-10 (v1.5),2022-03-09T13:45:00.000Z,False,https://youtu.be/uqAppamdGyo
6234908cf051102e1fcedac4,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,154,Starlink 4-12 (v1.5),2022-03-19T03:24:00.000Z,False,https://youtu.be/0giA6VZOICs
6243ad8baf52800c6e919252,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,155,Transporter-4,2022-04-01T16:24:00.000Z,False,https://youtu.be/4NqSoHnkKEM
61eefaa89eb1064137a1bd73,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,156,Ax-1,2022-04-08T15:17:00.000Z,False,https://youtu.be/5nLk_Vqp7nw
6243adcaaf52800c6e919254,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,157,NROL-85,2022-04-17T13:13:00.000Z,False,https://youtu.be/mMcmf1g4qSA
6243ada6af52800c6e919253,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,158,Starlink 4-14 (v1.5),2022-04-21T15:16:00.000Z,False,https://youtu.be/s6yBwQSrtFY
6243ade2af52800c6e919255,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,159,Crew-4,2022-04-27T07:52:00.000Z,False,https://youtu.be/orN0PaqQECs
62582a6f5988f159024b964b,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,160,Starlink 4-16 (v1.5),2022-04-29T21:27:00.000Z,False,https://youtu.be/skNrXnubpwA
62582a855988f159024b964c,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,161,Starlink 4-17 (v1.5),2022-05-06T09:42:00.000Z,False,https://youtu.be/KzpVUXxdc68
6258290d5988f159024b9644,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,162,Starlink 4-13 (v1.5),2022-05-13T22:07:00.000Z,False,https://youtu.be/bG6AwvGPd-E
625828f25988f159024b9643,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,163,Starlink 4-15 (v1.5),2022-05-14T20:40:00.000Z,False,https://youtu.be/nFDkWL2Hmh8
62615ebc0ec008379be596fa,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,164,Starlink 4-18 (v1.5),2022-05-18T10:40:00.000Z,False,https://youtu.be/dQTgX40R-IQ
6243ae24af52800c6e919258,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,165,Transporter-5,2022-05-25T18:27:00.000Z,False,https://youtu.be/KHt3MyimuqU
6243ae0aaf52800c6e919257,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,166,Nilesat-301,2022-06-08T21:04:00.000Z,False,https://youtu.be/UpCZu89zb5Y
6278481757b51b752c5c5a5f,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,167,Starlink 4-19 (v1.5),2022-06-01T17:08:50.000Z,False,https://youtu.be/oCN-BMU9-hM
5fe3af43b3467846b324215e,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,168,SARah 1,2022-06-18T14:19:00.000Z,False,https://youtu.be/lCX-KUCn4A4
62a9f08b20413d2695d88711,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,169,Globalstar FM15,2022-06-19T04:27:00.000Z,False,https://youtu.be/94cClvOFWH4
6243aea5af52800c6e91925c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,170,SES-22,2022-06-29T21:04:00.000Z,False,https://youtu.be/ZjUvXWg2_fE
62a9f0c920413d2695d88712,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,171,Starlink 4-21 (v1.5),2022-07-07T13:11:00.000Z,False,https://youtu.be/u_A7xdnVllM
62a9f0e320413d2695d88713,5e9d0d95eda69973a809d1ec,,5e9e4502f509092b78566f87,172,Starlink 3-1 (v1.5),2022-07-11T01:39:00.000Z,False,https://youtu.be/_c738Z_zQR0
6243ae40af52800c6e919259,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,173,CRS-25,2022-07-15T00:44:00.000Z,False,https://youtu.be/mnowEqqMiFs
62a9f0f820413d2695d88714,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,174,Starlink 4-22 (v1.5),2022-07-17T14:50:00.000Z,False,https://youtu.be/7VWcjgYfJ9U
62a9f10b20413d2695d88715,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,175,Starlink 3-2 (v1.5),2022-07-21T17:13:00.000Z,False,https://youtu.be/BuXdtORWrpg
62a9f12820413d2695d88716,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,176,Starlink 4-25 (v1.5),2022-07-24T00:00:00.000Z,False,
62a9f86420413d2695d88719,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,177,KPLO,2022-08-04T23:08:00.000Z,False,https://youtu.be/rTrkHZjiO_8
62a9f8b320413d2695d8871b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,178,Starlink 4-26 (v1.5),2022-08-09T22:57:00.000Z,False,https://youtu.be/ck5z0uMGz8s
62f3b4ff0f55c50e192a4e6b,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,179,Starlink 3-3 (v1.5),2022-08-12T21:30:00.000Z,False,https://youtu.be/SU5FbiCbjic
62f3b5200f55c50e192a4e6c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,180,Starlink 4-27 (v1.5),2022-08-19T19:24:00.000Z,False,https://youtu.be/M018DAaNd_E
62f3b5290f55c50e192a4e6d,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,181,Starlink 4-23 (v1.5),2022-08-28T02:22:00.000Z,False,https://youtu.be/07RGJ04HRns
62f3b53a0f55c50e192a4e6f,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,182,Starlink 3-4 (v1.5),2022-08-31T05:40:00.000Z,False,https://youtu.be/zSJWK_pmXVw
62f3b5330f55c50e192a4e6e,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,183,Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,2022-09-05T02:09:00.000Z,False,https://youtu.be/NONM-xsKMSs
62a9f89a20413d2695d8871a,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,184,Starlink 4-2 (v1.5) & Blue Walker 3,2022-09-11T01:10:00.000Z,False,
63161329ffc78f3b8567070b,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,185,Starlink 4-34 (v1.5),2022-09-17T01:05:00.000Z,False,https://youtu.be/ZlQHF_yBkMQ
63161339ffc78f3b8567070c,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,186,Starlink 4-35 (v1.5),2022-09-24T23:30:00.000Z,False,https://youtu.be/VVu2bSJJhgI
62dd70d5202306255024d139,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,187,Crew-5,2022-10-05T16:00:00.000Z,False,https://youtu.be/5EwW8ZkArL4
6243aec2af52800c6e91925d,5e9d0d95eda69974db09d1ed,,5e9e4502f509094188566f88,188,USSF-44,2022-11-01T13:41:00.000Z,True,https://youtu.be/pY628jRd6gM
63161345ffc78f3b8567070d,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,188,Starlink 4-36 (v1.5),2022-10-20T14:50:00.000Z,True,https://youtu.be/iYtH2khNIgU
633f71240531f07b4fdf59bb,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,188,Galaxy 33 (15R) & 34 (12R),2022-10-08T23:05:00.000Z,True,
633f71370531f07b4fdf59bc,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,188,Hotbird 13F,2022-10-15T05:22:00.000Z,True,
633f71dd0531f07b4fdf59c1,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,189,Hotbird 13G,2022-11-03T03:24:00.000Z,True,
633f71a90531f07b4fdf59be,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,191,Galaxy 31 (23R) & 32 (17R),2022-11-08T00:00:00.000Z,True,
633f71b60531f07b4fdf59bf,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,192,Eutelsat 10B,2022-11-15T00:00:00.000Z,True,
633f723d0531f07b4fdf59c4,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,193,ispace Mission 1 & Rashid,2022-11-22T00:00:00.000Z,True,
633f71cc0531f07b4fdf59c0,5e9d0d95eda69973a809d1ec,,5e9e4502f509094188566f88,194,CRS-26,2022-11-18T22:00:00.000Z,True,
633f71820531f07b4fdf59bd,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,195,Starlink 4-37 (v1.5),2022-11-01T00:00:00.000Z,True,https://youtu.be/wcq7xiTOPRg
6243ba08af52800c6e919270,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,196,"O3b mPower 1,2",2022-11-01T00:00:00.000Z,True,
633f724c0531f07b4fdf59c5,5e9d0d95eda69973a809d1ec,,5e9e4502f509092b78566f87,197,SWOT,2022-12-05T00:00:00.000Z,True,
633f72000531f07b4fdf59c2,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,198,SES-18 & SES-19,2022-11-01T00:00:00.000Z,True,
633f72580531f07b4fdf59c6,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,198,Transporter-6,2022-12-01T00:00:00.000Z,True,
63161384ffc78f3b8567070e,5e9d0d95eda69973a809d1ec,,5e9e4502f509092b78566f87,199,TTL-1,2022-12-01T00:00:00.000Z,True,
6243ae58af52800c6e91925a,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,200,WorldView Legion 1 & 2,2022-12-01T00:00:00.000Z,True,
633f72130531f07b4fdf59c3,5e9d0d95eda69974db09d1ed,,5e9e4502f509094188566f88,202,Viasat-3 & Arcturus,2022-12-01T00:00:00.000Z,True,
6243ae7daf52800c6e91925b,5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,203,O3b mPower 3.4,2022-12-01T00:00:00.000Z,True,
